     27.836790590366      0.339439632775                      P               1             0.0000          2783.6791             0.5017             1.3320             3.1484           100.0000
     27.261868329102     -1.475848784031                     a<              12             3.5850          2729.7718             0.3949             1.1491             3.1211            83.5000
     25.238456188982      0.290580655522                     a\              20             4.3219          2528.1675             0.1542             0.5051             3.1222            80.2000
     25.132397884146      0.411333922609                    a\<             180             7.4919          2520.7316             0.0578             0.1296             2.7847            78.0000
     24.959192330375      0.294302441517                    aN\             304             8.2479          2504.1672             0.1472             0.4884             3.1566            78.0658
     24.481108466995     -0.323787521110                   aa\-            1140            10.1548          2458.2657             0.0908             0.3384             2.9939            74.6982
     23.480997712482      0.101279360363                   Pa/<            1585            10.6303          2358.7300             0.1246             0.4265             3.6810            73.4303
     22.943166402234      0.364881056965                  aa\<+           11188            13.4497          2307.7663             0.0912             0.3298             3.6036            69.7871
     22.943166402234      0.364881056965                  aa\+<           20980            14.3567          2308.6734             0.0912             0.3298             3.6036            60.3112
     22.716599075526      0.246286166956                 aPE\-\          342872            18.3873          2290.0472             0.0455             0.1648             3.0622            49.2809
     22.419554325939      0.460205379190                 aLaN\+          712156            19.4418          2261.3973             0.0754             0.2742             3.7258            46.8106
     22.362498772522      0.454804036165                 a\aTL+          716948            19.4515          2255.7014             0.0814             0.2910             4.1167            46.7889
     21.928909670723      0.094854021140                 PTaR/E          876913            19.7421          2212.6330             0.0098             0.0262             2.7063            49.4489
     21.691216351508      0.096534028026                 1Na/RE          995759            19.9254          2189.0471             0.0129             0.0358             3.0360            46.6359
     21.636174632101      0.674195640490                aL1Ta/+        12520044            23.5777          2187.1952             0.0574             0.2119             4.2330            38.4087
     21.440939517725     -0.320670388856                PTaR-L\        15815793            23.9149          2168.0088             0.0275             0.0817             3.4343            39.7896
     21.191049660871      0.157642310975                PLa/RE<        17371545            24.0502          2143.1552             0.0399             0.1364             4.0950            39.8257
